name,img,ingredients,instruction,video,categories
장민호 - '마늘소스 비빔면' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/15/2799156_2.jpg,"['(3인분)  중면 300g', '오이 1/2개', '쌈무 5장', '마늘소스', '초고추장', '참기름', '깨소금 (*마늘소스는 항정찜 레시피를 참고해 주세요~)']","['0', '재료 준비 1) 오이는 고명 크기로 가늘게 채 썬다', '2) 쌈무는 길게 4등분 하여 썬다', '1', '중면은 끓는 물에 약 4분간 삶은 뒤, 찬물에 헹군다', '(*거품이 끓어오르면 찬물을 약간 넣어 주세요~) 2', '마늘소스 5T에 초고추장 7T를 넣고 섞는다', '3', '삶아둔 면에 양념장과 참기름 3T를 넣고 버무린다', '4', '고명용 오이와 쌈무를 올리고 깨소금을 솔솔 뿌리면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['면 요리']
장민호 - '항정찜' 레시피-항정찜,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/15/2799134_1.jpg,"['[항정찜 재료] 통 항정살 네 덩이', '마늘 100g', '대파 3~4대', '통후추 반 줌', '청주', '마늘소스', '검은깨 [마늘소스 재료] 찐 마늘', '양배추 200g', '홍게맛 간장', '올리고당', '맛소금']","['[항정찜 만드는 법] 1', '항정살의 지방 부분을 토치로 노릇하게 구워준다', '(*지방층이 살짝 덮여있는 통 항정살로 준비해 주세요~) (*토치 대신 달군 팬에 지방 부분을 노릇하게 구워도 됩니다~) 2', '냄비에 물 1L를 붓고 대파, 통후추, 청주 한 바퀴를 넣어 끓인다', '3', '물이 끓어오르면 찜기에 항정살과 마늘을 올리고 찐다', '4', '5분 뒤 마늘은 따로 빼고, 항정살은 추가로 약 25분 더 찐다', '5', '다 익은 항정살은 얇고 넓게 사선으로 썬다', '6', '항정찜 위에 마늘소스를 듬뿍 얹고, 검은깨를 솔솔 뿌려주면 완성! [마늘소스 만드는 법] 1', '양배추는 전동 다지기에 들어갈 크기로 잘게 썬다', '2', '5분간 찐 마늘과 양배추, 맛소금 2꼬집을 전동 다지기에 넣고 잘게 다진다', '3', '잘게 다져진 재료를 체에 밭쳐 약 10분간 물기를 뺀다', '4', '홍게맛 간장 3T, 올리고당 듬뿍 6T를 넣고 잘 섞어주면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['반찬']
이찬원 - '우삼겹 된장찌개' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/08/2792104_2.jpg,"['우삼겹 250g', '물 500ml', '대파 1대', '두부 150g', '청양고추 1.5개', '부추 크게 한 줌', '재래식 된장 크게 2T(100g)', '일반 고춧가루 2T', '맛술 1T', '멸치액젓 1T']","['0', '재료 준비 1) 대파, 청양고추는 어슷 썬다', '/ 두부는 깍둑모양으로 썬다', '/ 부추는 4등분한다', '1', '뚝배기에 우삼겹을 강불로 볶는다', '2', '우삼겹 기름에 된장 크게 2T를 넣고 볶는다', '3', '물 500ml, 일반 고춧가루 2T, 맛술 1T, 멸치액젓 1T를 넣고 팔팔 끓인다', '4', '대파와 두부를 넣고 5분 끓인다', '5', '청양고추와 부추를 넣고 한소끔 끓이면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['국물 요리']
이찬원 - '김치제육볶음' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/08/2792091_1.jpg,"['삼겹살 300g', '소금', '후추', '김치 200g', '양파 1/2개', '대파 1대', '참기름 1/2T [양념장] 일반 고춧가루 1T', '설탕 평평하게 2T', '진간장 1/2T', '참치액 1T', '맛술 1.5T', '굴소스 1/2T', '다진 마늘 1/2T', '고추장 1T']","['0', '재료 준비 1) 양파는 채 썬다', '/ 대파는 어슷썬다', '2) [양념장] 볼에 일반 고춧가루 1T, 설탕 평평하게 2T, 진간장 1/2T, 참치액 1T, 맛술 1', '5T, 굴소스 1/2T, 다진 마늘 1/2T, 고추장 1T를 넣고 섞는다', '1', '팬에 식용유를 두르고 강불로 예열한다', '(*팬에 삼겹살 지방을 올린 후 바로 기름이 나오면 예열된 상태입니다!) 2', '예열된 팬에 삼겹살을 올리고 소금, 후추 뿌려 강불로 노릇하게 굽는다', '3', '고기가 익으면 팬 정중앙를 벌려 고기기름을 모아주고, 김치를 올린다', '(*김치의 수분과 고기 기름이 만나 기름이 튈 수 있으니 주의해주세요) 4', '김치가 노릇하게 익으면 [양념장] , 양파, 대파를 넣고 고기와 함께 볶아준다', '5', '마지막으로 참기름 1/2T를 뿌려주면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['반찬']
이정현 - '파프리카 카나페' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786446_12.jpg,"['빨간색 트리벨리 파프리카 1개', '노란색 트리벨리 파프리카 1개', '아몬드 한 줌', '쪽파 3줄기 [그릭요거트 소] 그릭요거트 100g', '건크랜베리 1T', '꿀 1T']","['1', '트리벨리 파프리카는 반 갈라 씨를 제거한다', '※ 단면이 길게 나올 수 있게 잘라줍니다! 2', '아몬드, 쪽파, 크랜베리는 다진다', '3', '[그릭요거트 소] 그릭요거트 100g, 꿀 1T, 다진 크랜베리를 섞는다', '4', '트리벨리 파프리카 안에 [그릭요거트 소] 를 채워 넣고 다진 아몬드, 쪽파를 취향껏 뿌려주면 완성 *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이정현 - '빨주노초 파프리카 주먹밥' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786435_11.jpg,"['빨간색', '주황색', '노란색', '초록색 파프리카 각각 1/4개(*초록색 파프리카는 초록색 피망으로 대체 가능)', '식용유', '쌀밥 280g', '참기름', '소금', '깨 소고기 다짐육 100g', '[소고기양념장] 양조간장 1/2T', '프락토 올리고당 1/2T(*올리고당 대체 가능)', '참기름 1/2T']","['[재료 준비] 1', '[소고기양념장] 양조간장 1/2T, 올리고당 1/2T, 참기름 1/2T를 섞는다', '2', '쌀밥 280g에 참기름, 소금, 깨를 약간씩 넣고 간을 한다', '[빨주노초 파프리카 주먹밥 만들기] 1', '빨간색, 주황색, 노란색, 초록색 파프리카 1/4개는 각각 씨를 제거하고 다진다', '2', '팬에 식용유를 두르고 파프리카에 소금 약간 뿌려 볶아준다', '※ 파프리카 색이 섞이지 않게 각각 볶아주세요! 3', '팬에 식용유를 두르고 강불에 소고기 다짐육을 볶는다', '4', '고기가 어느 정도 익으면 [소고기양념장]을 넣고 볶는다', '5', '파프리카에 볶은 소고기를 20g씩, 쌀밥은 70g씩 나눠 섞는다', '6', '골고루 섞은 뒤, 밥을 동그랗게 뭉쳐주면 완성', '*레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
김재중 - '제육볶음면' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786424_10.jpg,"['앞다리살 400g', '당근 1/3개', '대파 1/3대', '우동사리 1개', '물 50ml', '깨 진간장 21g', '고운 청양고춧가루 10g', '설탕 25g', '다진마늘 40g', '카레가루 30g', '다시다 6g', '미원 1꼬집', '후추 10번', '식용유']","['0', '재료 준비 1) 당근 1/3개를 굵게 채 썬다', '2) 대파 1/3대를 어슷썬다', '※ 대파는 초록부분을 사용하면 더욱 맛있습니다! 3) 앞다리살을 먹기 좋은 크기로 썬다', '1', '팬에 제육용 앞다리살 400g, 식용유 1바퀴를 둘러 1분 30초 볶는다', '2', '핏기가 반 정도 사라지면 진간장 21g을 넣어 섞는다', '3', '다진마늘 40g, 썰어둔 당근과 대파를 넣어 볶는다', '※ 당근과 대파는 절반만 넣어주세요! 4', '고운 청양고춧가루 10g, 설탕 25g, 카레가루 30g, 다시다 6g, 미원 1꼬집, 순후추 10번 톡톡 넣어 볶는다', '5', '우동사리, 물 50ml을 넣어 볶는다', '6', '남겨둔 당근, 대파를 넣어 짧게 볶고 깨를 뿌리면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,"['반찬', '면 요리']"
김재중 - '계란가스' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786413_9.jpg,"['습식 빵가루', '계란 1개', '식용유']","['1', '볼에 습식 빵가루를 담고 계란 1개를 깨 넣는다', '2', '계란 윗부분을 빵가루로 덮고 손으로 눌러 돈가스 모양을 만든다', '※ 계란이 터지지 않도록 살살 눌러주세요! 3', '팬에 식용유를 붓고 가열한 뒤, 2의 계란가스를 넣어 중불로 3~4분 튀긴다', '※ 흩어진 튀김가루를 계란 윗부분에 뿌려가며 튀겨주세요! ※ 돈가스소스를 곁들여 먹으면 더욱 맛있습니다! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
김재중 - '계장(계란쌈장)' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786402_8.jpg,"['** 방송에 나온 ‘계장’의 업그레이드 버전입니다! 계란 1개', '대파 1/2대', '마늘 1알', '된장 듬뿍 1T', '설탕 1T', '물 100ml', '식용유 2T', '참깨']","['0', '재료 준비 1) 대파 1/2대를 얇게 송송 썬다', '2) 마늘 1알을 다진다', '※ 너무 잘게 다지지 말아주세요! 1', '뚝배기에 식용유 2T를 넣어 예열하고, 1)의 대파를 넣어 강불로 1분 볶는다', '2', '파기름이 나면 2)의 마늘을 넣어 볶는다', '3', '마늘이 노르스름해지면 계란 1개를 넣어 약불로 1분 볶는다', '※ 눌어붙지 않도록 완성될 때까지 휘저어주세요! 4', '된장 듬뿍 1T를 넣어 섞고 물 100ml를 넣어 끓인다', '5', '물이 끓으면 설탕 1T를 넣어 6~7분 볶는다', '6', '물기가 사라져 꾸덕한 질감이 되면 참깨를 뿌린다', '*레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
김재중 - '계란꼬치' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786399_7.jpg,"['계란 5개', '물 3T', '설탕 1t', '소금 2꼬집', '식용유']","['1', '입구가 얇은 소스통에 계란 5개, 물 3T, 설탕 1t, 소금 2꼬집을 넣고 섞는다', '2', '웍에 식용유를 넉넉히 붓고 강불로 예열한다', '3', '기름이 180도가 되면 1의 계란물을 뿌려 꼬치로 돌돌 만다', '※ 솜사탕을 만들 듯 꼬치를 돌려가며 말아주세요! ※ 꼬치에 계란물을 뿌려가며 말아주세요! ※ 설탕이나 케첩을 뿌려 먹으면 더욱 맛있습니다! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
장민호 - '매콤들깨콩칼국수' 레시피-돼지고기 고명,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786388_6.jpg,"['들깨콩물 900ml', '칼국수 면 2~3인분', '부추 한 줌', '치킨스톡 [돼지고기 고명 재료] 돼지고기 다짐육 400g', '고추기름', '다진마늘', '식초', '간장', '쌈장', '참기름']","['[돼지고기 고명 만드는법] 1', '달군 팬에 고추기름 5T를 두르고 다진마늘 3T를 볶는다', '2', '마늘이 익으면, 돼지고기 다짐육과 식초 5T를 넣고 볶는다', '3', '고기가 어느 정도 익으면 팬 가장자리에 간장 3T를 넣어 바르르 끓인다', '4', '쌈장 3T와 참기름 1T를 더해 전부 잘 섞어가며 볶는다', '[매콤들깨콩칼국수 만드는 법] 1', '들깨콩물 900ml에 물 700ml와 치킨스톡 듬뿍 3T를 넣고 끓여 국물을 준비한다', '2', '끓는 물에 칼국수 면을 약 4분간 삶은 뒤, 건져낸다', '3', '그릇에 면을 나눠 담고, 만들어둔 국물을 붓는다', '4', '만들어둔 돼지고기 고명과 송송 썬 부추를 기호에 맞게 올리면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['국물 요리']
장민호 - '옥돔튀김' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786377_5.jpg,"['옥돔 1마리', '소금', '식용유']","['1', '옥돔은 머리와 내장을 제거하여 손질한다', '※ 비늘은 제거하지 말아 주세요~ 2', '포를 떠서 갈비뼈와 가운데 뼈를 제거한 뒤, 순살만 남긴다', '3', '옥돔 살을 적당한 크기로 자른다', '4', '손질한 옥돔은 소금을 약간 뿌려 밑간한다', '5', '꼬치 2개를 양쪽으로 꽂아 옥돔을 고정한다', '6', '꼬치를 냄비에 받쳐서 고정한 뒤, 180도로 달군 기름을 비늘에 조금씩 붓는다', '7', '비늘이 눈꽃처럼 잘 일어나면, 옥돔 전체를 기름에 완전히 담근다', '8', '약 180도 기름에서 4~5분간 노릇하게 튀기면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['구이/튀김']
장민호 - '도넛튀김' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786366_4.jpg,"['양파', '죽봉어묵', '계란 1개', '탄산수', '튀김가루', '전분가루', '식용유']","['0', '재료 준비 1) 계란 1개를 잘 풀어준다', '2) 차가운 탄산수 700ml를 넣어 거품이 날 정도로 빠르게 휘저어준다', '3) 튀김가루 400g을 넣고 잘 섞어 튀김 반죽을 만든다', '1', '양파를 가로로 썰어서 심지를 빼내 링 모양을 만든다', '2', '가위를 이용해 죽봉 어묵을 나선형으로 자른다', '※ 끊어지지 않도록 섬세하게 잘라주세요~ 3', '자른 어묵을 양파에 돌돌 말아준다', '4', '튀김가루와 전분가루를 2:1 비율로 섞은 뒤, 골고루 묻힌다', '5', '준비한 튀김 반죽을 골고루 묻힌다', '6', '약 170도 기름에 4~5분간 노릇하게 튀기면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['구이/튀김']
장민호 - '팽이김말이튀김' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786355_3.jpg,"['팽이버섯', '김밥용 김', '소금', '튀김가루', '전분가루', '식용유']","['1', '김밥용 김 1장을 길게 반으로 자른다', '2', '김 끝부분에 물을 묻혀 길게 한 줄로 이어 붙인다', '3', '팽이버섯을 통째로 김 위에 올리고 최대한 단단하게 말아준다', '※ 팽이버섯 아래의 단단한 부분 위주로 말아주세요~ 4', '약 1cm 두께로 조심스럽게 자른다', '5', '튀김가루와 전분가루를 2:1 비율로 섞은 뒤, 팽이김말이에 골고루 묻힌다', '6', '약 160도 기름에 3~4분간 노릇하게 튀기면 완성! ※ 기름을 자작하게 둘러 전 부치듯 굽는 방법도 가능합니다~ *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['구이/튀김']
장민호 - '장어튀김' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786344_2.jpg,"['장어 1마리', '튀김가루', '전분가루', '식용유']","['1', '장어 껍질 쪽에 뜨거운 물을 붓고, 칼로 진액을 긁어낸다', '2', '장어 살 부분에 촘촘히 칼집을 낸다', '※ 껍질까지 썰리지 않도록 힘 조절을 해주세요~ 3', '튀김가루와 전분가루를 2:1 비율로 섞은 뒤, 장어에 골고루 묻힌다', '※ 칼집 사이사이까지 잘 묻혀주세요~ 4', '약 160도 기름에 장어를 넣고, 튀김용 젓가락으로 양끝을 눌러서 모양을 잡는다', '※ 젓가락으로 누르지 않으면, 장어가 동그랗게 말립니다! 5', '약 5분간 노릇하게 튀기면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['구이/튀김']
장민호 - '국수튀김' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/11/01/2786333_1.jpg,"['소면', '계란 1개', '튀김가루', '탄산수', '식용유']","['0', '재료 준비 1) 계란 1개를 잘 풀어준다', '2) 차가운 탄산수 700ml를 넣어 거품이 날 정도로 빠르게 휘저어준다', '3) 튀김가루 400g을 넣고 잘 섞어 튀김 반죽을 만든다', '1', '소면을 100원 크기만큼 단단히 쥐고 끝부분만 튀김 반죽에 담근다', '2', '반죽이 묻은 끝부분을 약 170도 기름에 10초간 먼저 튀긴다', '3', '끝부분이 어느 정도 고정되면, 면을 넓게 펼쳐 전체를 튀긴다', '4', '손가락에 튀김 반죽을 약간씩 묻혀 국수 전체에 흩뿌린다', '5', '약 170도 기름에 1~2분간 노릇하게 튀기면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,"['국물 요리', '구이/튀김']"
류수영 - '오징어회무침' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779697_246-9.jpg,"['손질냉동오징어 2마리', '무 1/2개', '미나리 1단', '식초 5T', '설탕 2T', '맛소금 3꼬집', '깨 2T', '소면 100g [양념] 고춧가루 4T', '설탕 4T', '참기름 4T', '양조간장 3T', '식초 3T', '고추장 2T', '무절임 채수 2T', '케첩 1T', '까나리액젓 1T ※ 무는 초록 부분을 사용해주세요!']","['[무절임] 1', '무 1/2개를 채 썬다', '2', '볼에 채 썬 무, 식초 5T, 설탕 2T, 맛소금 3꼬집을 넣고 섞어 냉장고에 두고 30분 이상 절인다', '※ 15분이 지나면 한번 뒤집어 골고루 절여지게 해주세요! [오징어회무침] 1', '미나리 1단의 줄기를 3~4cm 길이로 썬다', '2', '손질냉동오징어를 물로 씻고 반 가른 뒤 얇게 썬다', '※ 껍질을 위로 향하게 두고 썰면 더욱 쉽게 썰립니다! 3', '팬에 물 50ml를 붓고 강불로 끓인 뒤, 물이 끓으면 손질한 오징어를 넣고 뚜껑을 덮어 1분 익히고 찬물로 헹군다', '4', '볼에 고춧가루 4T, 설탕 4T, 참기름 4T, 양조간장 3T, 식초 3T, 고추장 2T, 무절임 채수 2T, 케첩 1T, 까나리액젓 1T를 넣고 섞어 양념장을 만든다', '5', '볼에 삶은 오징어, 절인 무, 미나리 줄기, 깨 2T, 양념장 7T를 넣고 버무린다', '6', '팬에 물을 받아 끓인 뒤, 소면 100g을 넣어 2분 30초 삶고 찬물에 헹군다', '7', '그릇에 소면과 오징어회무침을 담고 깨를 뿌리면 완성! ※ 깻잎전에 싸 먹으면 더욱 맛있습니다! ※ 깻잎전은 류수영의 <천원 깻잎전> 레시피를 참고하세요! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
류수영 - '천원 깻잎전' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779686_246-8.jpg,"['깻잎 10장', '부침가루 1컵', '찬물 1컵+2T', '소금 3꼬집 식용유']","['0', '재료 준비 1) 깻잎 10장을 물로 씻고 물기를 닦는다', '※ 물기를 꼼꼼하게 제거해야 반죽이 분리되지 않습니다! 1', '볼에 부침가루 1컵, 찬물 1컵+2T, 소금 3꼬집을 넣고 섞어 반죽물을 만든다', '※ 플레인요거트 정도의 농도로 맞춰주세요! ※ 섞이지 않은 부침가루 덩어리들은 그대로 둬도 됩니다! 2', '예열된 팬에 기름을 넉넉히 두르고 기름이 달궈지면 중불로 줄인다', '※ 깻잎이 잠길 정도로 넉넉하게 둘러주세요! 3, 깻잎에 반죽물을 골고루 묻힌 뒤 팬에 올려 튀기듯 3분 굽는다', '※ 깻잎 꼭지 부분을 자르지 않아야 뒤집기 쉽습니다! ※ 튀김옷이 분리될 수 있으니 팬에 올리고 1분 30초 동안 뒤집지 말아주세요! ※ 맛소금에 찍어 먹으면 더욱 맛있습니다! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['구이/튀김']
이상우 - '완두콩 빙수' 레시피-완두콩 퓌레 & 완두배기,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779664_246-7.jpg,"['[완두콩 퓌레 & 완두배기 재료] 껍질 깐 완두콩 300g', '완두콩 삶은 물', '소금', '연유', '올리고당', '설탕 [완두콩 빙수 재료] 우유(500ml) 1팩', '완두콩 퓌레', '완두배기']","['[완두콩 퓌레 만들기] 1', '물 2L에 소금 0', '5T를 넣고 끓인다', '2', '물이 끓어오르면 완두콩을 넣고 약 20분간 푹 삶는다', '※ 뚜껑을 열고 삶아야 풋내가 날아갑니다~ 3', '삶은 완두콩에 콩 삶은 물 1/2컵을 넣고 믹서에 곱게 간다', '※ 완두콩 3T는 완두배기용으로 따로 보관해 주세요~ 4', '곱게 간 완두콩에 연유 4T, 소금 한 꼬집을 넣고 끓인다', '5', '수분을 날려가며 알맞은 농도로 맞춘다', '6', '완성된 완두콩 퓌레는 넓은 그릇에 옮겨 잠시 식힌다', '[완두배기 만들기] 1', '달군 팬에 삶은 완두콩 3T, 완두콩 삶은 물 2T, 올리고당 2T, 설탕 1T를 넣고 볶는다', '2', '끈적한 시럽 질감이 나올 때까지 약불에 졸인다', '3', '시럽에 완두콩을 골고루 코팅한다', '[완두콩 빙수 만들기] 0', '재료 준비 1) 500ml 우유팩을 냉동실에 미리 얼린다', '1', '얼린 우유를 강판에 곱게 갈아준다', '2', '눈꽃 얼음 위에 연유를 뿌린다', '3', '완두콩 퓌레와 완두배기를 듬뿍 올려 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이상우 - '부추골뱅이장' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779653_246-6.jpg,"['골뱅이(300g) 4캔', '부추 한 줌', '홍게맛 간장', '맛술', '고춧가루', '다진마늘', '설탕', '참기름', '참깨']","['0', '재료 준비 1) 골뱅이는 먹기 좋은 크기로 잘게 썬다', '2) 부추 한 줌은 1cm 길이로 자른다', '1', '홍게맛 간장 120ml, 물 50ml, 맛술 4T, 고춧가루 4T, 다진마늘 2T, 설탕 2T를 섞어 양념장을 만든다', '2', '양념장을 냄비에 넣고 바르르 끓인다', '3', '잘게 썬 골뱅이에 끓인 양념장을 넣고 섞는다', '4', '잘게 썬 부추를 함께 넣고 섞는다', '5', '참기름 2T, 참깨 2T를 더해 가볍게 버무리면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이상우 - '당근김치' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779642_246-5.jpg,"['당근 6개', '꽃소금', '고춧가루', '다진마늘', '설탕', '홍게맛 액젓', '식초', '쪽파 약간']","['1', '당근은 채칼을 이용해 얇게 채 썬다', '2', '당근 채에 꽃소금을 2T를 넣고 버무린 뒤, 30분간 절여준다', '3', '절인 당근을 꾹 짜서 물기를 제거한다', '4', '고춧가루 5T, 다진마늘 2T, 설탕 2T, 홍게맛 액젓 3T, 식초 3T를 넣고 버무린다', '5', '송송 썬 쪽파를 넣고 함께 버무리면 완성! *레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이상우 - '냉제육' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779631_246-4.jpg,"['돼지 앞다리살 1kg', '소금']","['0', '재료 준비 1) 돼지 앞다리살은 상온에 두어 냉기를 뺀다', '1', '물 약 3L에 소금 1T를 넣고 끓인다', '※ 고기가 잠길 정도로 충분한 양의 물을 넣어주세요~ 2', '물이 끓어오르면 앞다리살을 넣고 약 10분간 끓인다', '※ 중간에 떠오르는 거품과 불순물은 제거해 주세요~ 3', '불을 끄고 뚜껑을 덮어 1시간 동안 잔열로 익힌다', '4', '고기를 꺼내 물기를 제거하고, 랩으로 타이트하게 말아서 모양을 잡는다', '5', '냉장고에 약 4시간 정도 숙성한다', '6', '모양이 잘 잡힌 고기는 물기를 닦아낸 후, 최대한 얇게 썰어낸다', '*레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
이정현 - '매실볶음고추장' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779619_246-3.jpg,"['양파 1/2개', '표고버섯 2개', '청양고추 3개', '매실절임 8알', '참기름', '다진 마늘 2T', '잣 4T', '호두 16조각', '아몬드 20알', '호박씨 1-2T', '건새우 두 줌', '고추장 500g', '매실액 180g', '참기름 10T', '식용유', '깨']","['[재료 준비] 1', '마른 팬에 건새우을 볶고 믹서기에 갈아 건새우가루를 만든다', '※ 살짝 볶아서 건새우의 비린내를 날려주세요~! 2', '잣 4T, 호두 16조각, 아몬드 20알, 호박씨 1~2T는 다진다', '3', '양파 1/2개, 표고버섯 2개, 청양고추 3개, 매실절임 8알은 잘게 다진다', '[매실볶음고추장 만들기] 1', '팬에 식용유를 두르고 다진 마늘 2T를 중불로 볶아 마늘 기름을 낸다', '2', '다진 양파, 다진 표고버섯, 다진 청양고추, 다진 매실절임을 넣고 볶는다', '3', '다진 견과류(잣, 호두, 아몬드, 호박씨), 건새우가루, 고추장 500g, 매실액 180g, 참기름 10T를 넣고 중약불로 볶는다', '※ 볶으면서 매운 냄새가 솔솔 올라오면 불을 꺼주세요! 4', '마지막으로 깨를 솔솔 뿌려주면 완성', '*레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,['반찬']
이정현 - '지중해식 파에야' 레시피,https://pbbsres.kbs.co.kr/t2019-0286-04-296340/2024/10/25/2779608_246-2.jpg,"['[육수] 홍합 1줌', '다시마 1조각', '건새우 1/2줌', '물 500ml 현미밥(찬밥) 200g', '냉동 새우 5~6마리', '통오징어 1/2마리', '아보카도오일(*식용유 대체 가능)', '고추장 1/2T', '고춧가루 약간', '프락토 올리고당(*올리고당 대체 가능) 2바퀴', '다진 마늘 2/3T', '양파 1/3개', '홀토마토 크게 3T', '레몬 1/4개', '바질', '그라나파다노 치즈', '파슬리 가루']","['[재료준비] 1', '[육수] 물 500ml에 홍합 1줌, 다시마 1조각, 건새우 1/2줌을 넣고 강불로 10분 끓인다', '2', '냉동 새우는 찬물에 5분 이상 담가 해동한다', '3', '통오징어는 링 모양이 나오게 썬다', '4', '양파는 1/3개는 다진다', '/ 레몬 1/4개는 얇게 썬다', '[지중해식 파에야 만들기] 1', '팬에 아보카도오일을 두르고 다진 마늘을 넣어 갈색빛이 나올 때까지 약불로 볶아준다', '2', '다진 양파를 넣고 투명해질 때까지 볶는다', '3', '다진 양파가 투명해지면 새우와 오징어를 넣고 불을 올려 중간불로 볶는다', '4', '새우와 오징어가 익으면 홀토마토를 크게 3T를 넣고 섞는다', '5', '그릇에 홍합 육수 100ml와 고추장 1/2T를 넣어 풀어주고 팬에 붓는다', '※ 고추장을 육수에 미리 풀면, 팬에 볶을 때 고추장이 뭉치지 않고 쉽게 사용 가능합니다~ 6', '고춧가루 약간과 프락토 올리고당 2바퀴를 넣는다', '7', '찬 현미밥을 넣고 육수가 자작하게 졸아들 때까지 볶는다', '※ 냉장고에 남아있는 현미밥을 활용하는 레시피입니다! 즉석밥을 사용할 경우 전자레인지에 돌리지 말고 바로 넣어주세요! 8', '팬 위에 삶은 홍합과 레몬 슬라이스, 바질잎을 올리고 그라나파다노 치즈와 파슬리 가루를 뿌려주면 완성', '*레시피는 편스토랑 인스타그램에서도 확인할 수 있습니다♥ @funstaurant_kbs']",,[]
