id,name,ingredients,recipe
44,이정현- 달고나 아포가토 레시피,"믹스커피, 뜨거운 물, 우유 1/2컵, 바닐라아이스크림 3스쿱, 시나몬가루 1T, 시나몬스틱 1개","1. 믹스커피와 뜨거운 물을 1:1 비율로 넣고 걸쭉해질 때까지 저어준다. 2. 투명 유리잔에 우유 1/2을 넣어주고, 바닐라아이스크림 3스쿱을 넣어준다. 3. 그 위에 ➀의 달고나크림을 얹어준 후 시나몬가루 1T, 시나몬스틱 1개를 넣어주면 완성."
45,이정현- 전복 오이소박이 레시피,"오이 5개, 물 1/3컵, 소금 1/2T, 전복 2개, 당근 1/3개, 부추 1/2단, 고춧가루 4T, 설탕 2T, 다진 마늘 1/3T, 다진 양파 4T, 까나리액젓 4T, 통깨 1/2T","1. 오이 5개를 굵은 소금으로 깨끗이 씻어준다. 2. 오이를 3등분 한 뒤, 열십자 모양으로 칼집을 내준다.. 3. 물 1/3컵, 소금 1/2T를 넣고 소금물을 만들어준 뒤 오이를 넣어 20분간 절여준다. 4. 전복 2개를 끓는 물에 한 번 삶아 준 뒤 채썰어준 후 당근 1/3개를 채썰어주고 부추 1/2단을 1cm 크기로 잘라준다. 5. 고춧가루 4T, 설탕 2T, 다진 마늘 1/3T, 다진 양파 4T, 까나리액젓 4T, 통깨 1/2T를 넣어 만능양념장을 만들어준다. 6. 양념장에 채썰어준 당근과 부추, 전복을 넣고 버무려준다. 7. 소금물에 절여준 오이 안에 ➅의 양념장을 넣어주면 완성."
46,이정현- 망고 칵테일 레시피,"소주 2잔, 탄산수 4잔, 애플망고잼 5T, 꿀 4T, 오렌지주스 2T, 레몬즙 1T,","1. 소주 2잔, 탄산수 4잔, 애플망고잼 4T, 꿀 4T, 오렌지주스 2T, 레몬즙 1T를 넣고 섞어 드링크를 만들어준다. 2. 컵에 애플망고잼 1T를 넣고 ➀의 만들어준 드링크를 넣어주면 완성."
47,이정현- 명란 마늘종 파스타 레시피,"파스타 1인분(100g), 식용유 1컵, 마늘 2T, 명란 1개, 마늘종 1대, 그라나파다노치즈 1컵",1. 파스타면 1인분(100g)을 팔팔 끓는 물에 넣어 8분간 삶는다. 2. 식용유 1컵에 다진 마늘 2T를 넣고 마늘 향을 내준다. 3. 명란 1개와 마늘종 1대를 작게 썰어 넣어준 후 ➀의 파스타면을 넣어 볶아준다. 4. 갈아준 그라나파다노치즈 1컵을 넣고 녹여주면 완성
48,이영자 - 쯤 레시피,"청주 반 컵, 전복 10마리, 브로콜리 반개. 레몬 반개, 마늘 5알, 양파 1/6개, 양송이버섯 2개, 올리브유, 소금, 후추, 바질페스토, 생크림 100mL, 피자치즈 50g, 가염버터 1조각, 그라다파나노 치즈, 파슬리가루 조금, 천연 라면스프(없으면 생략 가능) 1T [전복구이 재료] 전복 1개, 마늘 2알, 가염버터 , 양조간장 1T, 맛술 1T, 청주 1T, 올리고당 1T","1. 프라이팬에 깨끗이 씻은 전복과 물, 청주(1컵)를 넣고 살짝 데쳐준다. 2. 데친 전복은 모래주머니, 내장, 살로 각각 분리해준다. 3. 믹서에 전복내장 10개, 브로콜리 반개, 레몬 반개의 즙을 넣고 곱게 갈아 전복내장 소스를 만든다. 4. 마늘 5알은 편 썰고, 양파 1/6개는 다지고, 양송이는 슬라이스 해준다. 5. 팬에 올리브유를 넉넉히 두르고, 마늘을 넣고 마늘 기름을 내준다. 이후 마늘은 건져낸다. 6. 마늘 기름에 다진 양파를 볶다가 양송이 슬라이스, 천연 라면스프 1T, 내장 소스 7T, 소금·후추 적당량, 바질페스토 2T, 밥 1공기, 생크림 100mL, 피자치즈를 50g을 넣고 볶다가 가염버터 1조각을 넣어준다. 7. 마늘 2알을 편으로 썰어준다. 8. 새 프라이팬에 가염버터 1조각을 넣고 볶아준다. 9. 양조간장 1큰술, 맛술 1큰술을 넣고 끓이다가 벌집 모양을 낸 전복을 넣고 올리고당 1큰술을 넣어 졸여준다. 졸여진 전복구이를 6조각으로 잘라준다. 10. 그릇에 완성된 ➅의 리조또를 담고, ➈의 전복버터구이를 올려준다. 11. 리조또 위로 그라다파나노와 파슬리가루를 뿌려주면 쯤 완성"
49,이원일 - 전복물회국수 레시피,"소면 1인분(100g), 양파 1/2개, 쪽파 1/2개, 전복 1개, 오이소박이, 동치미 다진 마늘 1/2T, 레몬즙 1T, 사이다 150mL, 만능간장 1T, 설탕 1T, 후추 1t, 소금 1T","1. 끓는 물에 소금 1T를 넣고, 소면 1인분(100g)을 넣어 삶아준다. 2. 다 삶아진 소면은 찬물에 문질러 닦은 후 물기를 빼준다. 3. 양파 1/2개를 채 썰어주고, 데코용 쪽파 1/2개도 총총 썰어준 후 전복도 면처럼 얇게 썰어 준비한다. 4. 오이소박이 2덩어리를 한입 크기로 잘라주고 동치미 무도 먹기 좋게 잘라준다. 5. 준비한 오이소박이와 동치미무, 양파를 넣어주고 다진마늘 1T, 레몬즙 1T, 동치미국물, 사이다 150ml를 넣어 국물을 준비한다. 6. 만능간장1T, 설탕 1T, 후추 1t를 넣고 소스를 만들어준 뒤 소면에 부어 골고루 비벼준다. 7. 그릇에 ➄의 국물을 자작한 정도로만 부어주고 ➅의 면을 돌돌 말아 올려준 후 얇게 썬 전복과 데코용 쪽파를 얹어주면 완성"
50,이연복 - 명란멘보샤 레시피,"[멘보샤 재료] 식용유 1L, 통식빵 1개, 새우 300g, 소고기 30g, 달걀 1개, 전분 1T, 소금 1t, 굴소스 1T, 버터 1조각, 저염명란 1개 [멘보샤 소스 재료] 식용유 1L, 대파 1개, 양파 1/2개, 고춧가루 2컵, 페퍼론치노 10개, 케첩 4T, 시럽 1t, 다진 마늘 1/2T 두반장 1/2T, 굴소스 1/2T, 다진 양파 3T","[멘보샤] 1. 깊이가 깊은 프라이팬에 식용유를 가득 부어 끓여준다. 2. 얼린 통식빵 1개를 먹기 좋은 크기로 잘라주고, 새우 300g과 소고기 30g 완전히 다져준다. 3. 달걀노른자를 풀어 다진 새우와 소고기에 아주 소량만 넣어주고, 전분 1T, 소금 1t, 굴소스 1T, 버터 1조각을 넣고 치대준다. 4. 저염명란 1개를 알만 긁어내 모아준다. 5. ➂의 반죽을 동그랗게 만들어준 후 가운데 구멍을 내고 ➃의 저염명란을 넣어준다. 6. 잘라둔 식빵에 ➄의 반죽을 올려 멘보샤를 만들어준다. 7. 끓는 기름에 멘보샤를 넣고 1차로 튀겨준 후 한 번 건져내고, 다시 재벌로 튀겨주면 멘보샤 완성 [멘보샤 소스] 1. 냄비에 식용유를 가득 부어 끓여준 후 대파 1개를 잘라 파 향을 내준다. 2. 파 향이 다 우러났을 때 불을 끈 후 채썬 양파 1/2개, 고춧가루 2컵과 페퍼론치노 10개를 넣어주면 고추기름 완성. 3. ➁의 완성한 고추기름 1.5T에 케첩 4T, 시럽 1t, 다진 마늘 1/2T, 두반장 1/2T, 굴소스 1/2T, 다진 양파 3T를 넣어 섞어주면 멘보샤소스 완성"
51,이경규 - 전복내장라면 레시피,"[페이스트육수 재료(30인분 기준)] 육수용 멸치 30g, 육수용 밴댕이 15g, 양파 180g, 무 200g, 대파80g, 파뿌리 20g, 다시마 30g, 마른고추 8g, 통생강 20g, 물 5L [게우페이스트 재료] 게우 200g, 깨 50g, 대파 20g, 청양고추 10g, 화이트와인 40g, 육수 150g, 참기름 30g, 다시마분말 10g [분말스프 재료(4인분 기준)] 조개 다시다 24g, 고춧가루 미분 16g, 설탕 8g, 메기 치킨 스톡 6g, 마늘분 6g, 양파분 5.2g, 새우액기스분 2g, 굴베이스분 2g, 미원 2g, 후추분 0.8g [전복내장 라면 재료(1인분 기준)] 전복라면 분말스프 18g, 게우페이스트 40g, 물 550cc","[페이스트 육수 만드는 방법] 1. 멸치는 내장을 제거 후 비린내가 나지 않게 볶아서 준비한다. 2. 다시마는 전장으로 넣어 사용하고 다시마는 육수가 끓으면 건져 채를 썰어 고명으로 사용한다. 3. 물 5L를 넣고 준비한 재료를 넣고 2시간가량 끓인다. 4. 육수를 다 끓인 후 건지를 건져낸다. [게우 페이스트 만드는 방법] 1. 프라이팬에 참기름을 두르고 게우를 볶아주다 게우가 어느 정도 볶아지면 화이트와인을 넣는다. 2. 게우를 볶을 때 주걱으로 게우를 으깨며 볶아준다. 3. 게우가 충분히 볶아지면 블렌더에 다시마 분말을 제외한 재료를 넣고 곱게 갈아준다. 4. 곱게 갈린 재료를 다시 프라이팬에 넣고 중불에서 20분가량 가열한다. 5. 다시마 분말을 섞어 마무리한다. [분말스프 만드는 방법] 1. 준비한 재료를 잘 혼합하여 사용한다. (1인분에 18g 사용) [전복 내장 라면 만드는 방법] 1. 물 550cc를 냄비에 넣고 끓인다. 2. 물이 끓기 시작하면 분말 스프 18g, 면, 청양고추, 대파를 넣는다. 3. 면이 어느 정도 익으면 게우페이스트를 풀어주고 달걀흰자를 넣는다. 4. 면이 다 익으면 불을 끈 후 그릇에 옮겨 담는다. 5. 참기름을 살짝 뿌려 마무리한다."
52,이유리 - 전복 찢면 레시피,"수타면 1인분, 팟타이소스 6T, 전복굴소스 2T, 열치액젓 0.5T, 청주 0.5T, 청양고추 4개, 마늘 5개, 양파 0.5개, 전복 2개, 베트남고추 3개, 공심채 한주먹, 숙주 한주먹, 식용유, 전분물","1. 마늘은 편 썰기, 양파는 채 썰기, 청양고추는 길게 채 썰기 해준다. 2. 공심채는 6-7cm 길이로 썰어준다. 3. 숙주는 씻어서 준비한다. 4. 전복은 솔로 물때를 제거해준 뒤, 내장과 이빨을 제거하고 채 썰어 준비한다. 5. 수타면은 1분 30초간 삶아서 찬물에 헹군다. 6. 팬에 식용유를 살짝 두르고, 손질한 마늘과 양파, 베트남고추를 볶아준다. 7. 향이 올라오면 채 썬 전복을 넣고 청주 5T를 넣어 볶아준다. 8. 이어 면과 청양고추를 넣고 팟타이소스 6T, 전복굴소스 2T를 넣고 볶아준다. 9. 숙주와 공심채를 넣고 숨이 죽으면 멸치액젓 5T를 넣어준 후, 전분물로 농도를 맞춰 마무리"
53,이원일 - 전복버터구이타락죽 레시피,"[버터구이전복타락죽] 전복 1개, 양파 1/2개, 찹쌀가루 1T, 소금 1t, 쌀밥 1공기(210g), 우유 1.5컵, 생크림 1컵 쪽파 1꼬집, 트러플오일 1t [황태채 보푸라기] 말린 황태채 한 줌, 참기름 2T, 꿀 1T, 소금 1/2T, 간장 1t, 참깨 1꼬집","[버터구이전복타락죽] 1. 양파 5개를 다져주고, 전복 1개도 잘게 썰어준다. 2. 예열한 프라이팬에 버터 1T, 다진 양파 5개, 잘게 썬 전복을 넣어 볶아준다. 3. ➁에 소금 1t를 넣고 볶아주다가 양파와 전복이 익을 때쯤 찹쌀가루 1T를 넣고 한 번 더 볶아준다. 4. 양파와 전복이 엉겨 붙을 때 쌀밥 1공기(210g)을 넣고 밥을 눌러 섞어준다. 5. 밥이 익기 시작할 때 우유 1컵, 생크림 1컵을 넣고 끓을 때까지 기다려준다. 6. 끓어오르기 시작하면 핸드믹서로 쌀을 곱게 갈아준다. 7. 갈아준 후 우유 5컵을 넣고 저어준다. 이후 쪽파 1꼬집, 트러플오일1t를 올려주면 완성. [황태채 보푸라기] 1. 말린 황태 한줌을 믹서기에 넣고 갈아준다. 2. 참기름 2T, 꿀 1T, 간장 1t, 소금 5T를 넣고 빠르게 섞어 유장을 만들어준다. 3. ➀의 황태가루 한줌을 ➁의 유장에 넣어 섞어 비벼준다. 4. 마무리로 참깨 1꼬집을 손으로 갈아 넣어주면 완성."
54,이연복 - 연.정.쌈(연복이가 정현이네 놀러왔쌈) 레시피,"[연.정.쌈 소] 돼지고기 300g, 감자 전분 2T, 달걀 0.5개, 식용유 1컵, 양파 0.5개, 대파 0.5단, 간장 1T, 굴소스 1T, 설탕 1T, 춘장 1T, 당근 0.5개, 오이 0.5개, 숙주 한 줌 [연.정.쌈 피] 밀가루 2컵, 뜨거운 물 1컵, 소금 1t, 참기름","[연.정.쌈 소] 1. 돼지고기 300g을 포 뜨듯 얇게 썬 후 채 썰어주고 감자전분 2T, 달걀 5개를 넣고 버무려준다. 2. 식용유 두른 팬에 ➀의 돼지고기를 넣고 튀기듯이 살짝 익혀준 후 양파 5개, 대파 5단을 채 썰어 넣고 볶아준다. 3. ➁의 간장 1T, 굴소스 1T, 설탕 1T, 춘장 1T를 넣고 한 번 더 볶아준다. 4. 당근 5개, 오이 5개는 채 썰어주고, 뜨거운 물에 숙주 한 줌을 데친 후 찬물에 헹궈 아삭하게 해준다. 5. ➃에서 준비한 채소들을 접시에 둥글게 올려준다. 이후, 접시 가운데에 ➂의 볶아준 고기를 올려주면 완성. [연.정.쌈 피] 1. 밀가루 2컵, 뜨거운 물 1컵에 찬물 살짝, 소금 1t를 섞어 치대준 후 밀폐된 곳에 놓고 10분 이상, 소 만드는 동안 숙성한다. ❈ 밀폐되도록 덮어놓아야 숙성이 빨리 됨. 2. ➀의 숙성된 반죽을 밀어서 동전 크기만 하게 떼어낸 후 납작하게 눌러준다. 3. 눌러준 곳에 참기름을 발라주고 반죽 2개를 합친 다음 얇게 펴준 후 기름 없이 약불로 프라이팬에 구워준다. 4. 구워준 반죽을 패대기쳐서 2개로 떨어트려주면 완성."
55,이정현 - 바질페스토라면 레시피,"바질페스토 4T, 전복 2개, 라면1개","1. 프라이팬에 바질페스토 4T, 삶은 전복 2개를 채 썰어 넣어준 후 볶아준다 2. ➀에 설익게 삶은 라면 면 1개를 넣고 섞어주면 완성."
56,이정현 - 전복간장크림라면 레시피,"마늘 2T, 저염명란 2T, 휘핑크림 200g, 전복 2개, 만능간장 2T, 라면 1개, 올리브 오일","1. 프라이팬에 올리브오일을 두르고 마늘 2T를 넣고 마늘 기름을 내준 후 저염명란 2T를 넣어 볶아준다. 2. 어느정도 볶아졌을 때 휘핑크림 200g을 넣어 볶아준 후 삶은 전복 2개를 채 썰어 넣어준다. 3. 만능간장 2T를 넣어주고, 설익게 삶은 라면 면 1개를 넣고 섞어주면 완성."
57,이정현 - 겉절이라면 레시피,"고춧가루 2T, 다진양파 1T, 설탕 1T, 봄동 6개, 부추 약간, 전복 2개, 라면1개, 물 1T","1.고춧가루 2T, 다진양파 1T, 설탕1T를 넣고 양념장을 만들어준다 2. 봄동 6개과, 부추 약간을 면처럼 길게 잘라준 후 삶은 전복 2개를 넣고, ➀의 양념을 넣고 섞어준다. 3. 설익게 삶은 라면 면 1개를 찬물에 헹궈준 후 ➁의 넣어 섞어주면 완성"
58,오윤아 - 전복감태김밥 레시피,"[전복 볶음 재료(김밥 8줄 기준)] 전복 8개, 식용유 1T, 다진 마늘 2.5T, 양파 0.5개 양념장 : 집간장 1T, 양조간장 1T, 매실청 1T, 식초 0.5T, 참기름 0.5T, 들기름 0.5T, 올리고당 2T, 맛술 0.5T [전복내장 지단 재료(김밥 8줄 기준)] 달걀 1개, 다진 양파 ⅔T, 부침가루 2T, 소금 한 꼬집, 식용유 약간 [김밥 재료(김밥 1줄 기준)] 당근 25g, 식초 1T, 시금치 2줄, 밥 1공기, 소금 ¼t, 참기름 0.5T, 참깨 0.5T, 구운 감태 2장, 김밥용 백단무지 1줄, 김밥용 우엉 1줄, 고추장아찌 2개, 식용유 약간","[전복 볶음] 1. 전복은 깨끗하게 씻어 내장과 이빨을 제거한 후 전복을 1.2cm 두께로 슬라이스 해 준비한다. 2. 집간장 1T, 양조간장 1T, 매실청 1T, 식초 5T, 참기름 5T, 들기름 5T, 올리고당 2T, 맛술 5T를 섞어 양념장을 만들어준다. 3. 프라이팬에 식용유를 1T 두르고 다진 마늘 2.5T를 넣어 볶아준다. 4. 마늘이 어느 정도 노릇해지면 전복 살을 함께 넣고 볶는다. 5. 2.에서 만든 양념장 3T를 넣고 함께 볶다가 채 썬 양파를 넣고 볶아준다. [전복내장 지단 만드는 법] 1. 모래집을 제거한 전복내장을 칼로 잘게 다진다. 2. 전복 내장과 달걀 1개, 다진 양파 ⅔T, 부침가루 2T, 소금 한 꼬집을 잘 섞어준다. 3. 달궈진 프라이팬에 기름을 두르고 2.를 두툼하게 부쳐준다. (약 8cm1cm) [전복 김밥] 1. 채소 준비: 시금치는 소금물에 10초간 데쳐 소금 한 꼬집, 참기름 약간, 통깨를 넣고 버무리고 당근은 채 썰어 기름을 두른 팬에 식초 1T를 넣어 볶아 준비한다. 2. 밥 1공기에 참기름 5T, 소금 ¼t, 참깨 5T를 넣어 잘 섞어준다. 3. 구운 감태 2장 위에 양념한 밥을 올리고 볶은 전복 살, 전복 내장 달걀지단, 시금치, 당근, 고추 장아찌, 김밥용 단무지, 김밥용 우엉을 넣어 모양을 잡아주며 잘 말아준다.( 김발 위에 랩을 깔고 말면 감태가 더욱 잘 고정된다.)"
59,오윤아 - 전복잡채 레시피,"[전복 볶음 재료] 전복 4개, 식용유 0.5T, 다진 마늘 1.25T, 양파 ¼개 양념장 : 집간장 1T, 양조간장 1T, 매실청 1T, 식초 0.5T, 참기름 0.5T, 들기름 0.5T, 올리고당 2T, 맛술 0.5T [전복 잡채 재료] 당면 200g(불린 후 500g), 간장 2T, 집간장 1T, 물엿 2T, 올리고당 1T, 매실청 1T, 참기름 2T, 참깨 1T 당근 반 개, 양파 1개, 피망 1개, 목이버섯 100g, 식용유","[전복 볶음] 1. 전복은 깨끗하게 씻어 내장과 이빨을 제거한 후 전복을 1.2cm 두께로 슬라이스 해 준비한다. 2. 집간장 1T, 양조간장 1T, 매실청 1T, 식초 5T, 참기름 5T, 들기름 5T, 올리고당 2T, 맛술 5T를 섞어 양념장을 만들어준다. 3. 프라이팬에 식용유를 5T 두르고 다진 마늘 1.25T를 넣어 볶아준다. 4. 마늘이 어느 정도 노릇해지면 전복 살을 함께 넣고 볶는다. 5. ➁에서 만든 양념장 1.5T를 넣고 함께 볶다가 채 썬 양파를 넣고 볶아준다. [전복 잡채] 1. 당면을 20분 정도 찬물에 불려 준비한다. 2. 당근, 양파, 피망은 채 썰어 식용유를 두른 팬에 소금 한 꼬집을 넣고 각각 볶아준다. 3. 목이버섯은 물에 불려 한입 크기로 잘라준 후 식용유를 두른 팬에 소금 한 꼬집을 넣고 볶아준다. 4. 물에 불린 당면을 5분 정도 삶은 후 찬물에 헹궈준다. 5. 프라이팬에 식용유 2T, 간장 2T, 집간장 1T, 물엿 2T, 올리고당 1T, 매실청 1T를 넣고 끓여준다. 6. 양념이 끓으면 헹궈둔 당면을 넣고 볶아준다. 7. 볶은 당면과 채소, 전복 볶음, 참기름 2T, 참깨 2T를 넣고 잘 섞어준다."
60,이정현 - 바질페스토 레시피,"바질 50g, 잣 1컵, 올리브유 1컵, 그라나파다노치즈 1컵, 엔초비 3개, 다진마늘 1/4T, 건조마늘가루 1/4T, 소금 0.5T, 레몬즙 1T, 후추 약간","1. 바질 50g을 이파리만 다듬어주고 식초물에 담가 깨끗이 씻어준 후 물기를 제거한다. 2. 잣 1컵을 약불로 볶아준다. 3. 믹서기에 바질 50g, 올리브유 1컵, 볶은 잣 1컵, 그라나파다노치즈 1컵, 엔초비 3개, 다진마늘 1/4T, 건조마늘가루 1/4T, 소금 5T, 레몬즙 1T, 후추 약간을 넣고 갈아주면 완성."
61,이영자 - 두유 마요네즈 레시피,"두유 500mL, 포도씨유 500mL, 사과식초 35g, 죽염(소금으로 대체 가능) 8g, 원당(설탕으로 대체 가능) 90g, 바질 1t",1. 분량의 두유 – 포도씨유 – 사과식초 – 죽염 – 원당을 순서대로 넣고 블렌더를 이용해 고속으로 30초 갈아준다. 2. 마지막에 건바질 1t을 넣고 섞어주면 완성
62,오윤아 - 참치 강된장 레시피,"[참치 강된장] 참치 250g, 애호박 2/3개, 느타리버섯 7개, 팽이버섯 반 봉지, 대파 20cm, 양파 반 개, 감자 3/4개, 포도씨유 1T, 다진 조갯살 4T, 들기름 1T, 참기름 1T, 된장 2.5T, 고추장 1T, 매실청 1.5T, 다진 마늘 1.5T, 홍고추 2/3개, 청양고추 2/3개, 두부 한 모, 메줏가루 1T, 고춧가루 1T, 깨 2T, 흰쌀밥 1.5공기, 물냉이 약간 [황태 육수] 다시마 10cm 2장, 멸치 10g, 건새우 10g, 황태 2마리, 물 2L","1. 냄비에 물 2L와 다시마 10cm 2장, 멸치 10g, 건새우 10g, 황태 2마리를 넣고 끓인다. 물이 끓기 시작하면 다시마는 건져내고 중불로 15분 정도 더 끓여 육수를 만들어준다. 2. 애호박 2/3개, 느타리버섯 7개, 팽이버섯 반 봉지, 양파 반 개, 감자 3/4개를 1cm 큐브 모양으로 잘라주고, 홍고추와 청양고추 2/3개를 다져서 준비한다. 3. 대파를 송송 썰어 준비하고 냄비에 참치캔 기름과 포도씨유 1T를 넣어 대파를 볶아 대파 기름을 내준다. 4. 대파 기름에 애호박, 느타리버섯, 팽이버섯, 양파, 감자를 넣고 볶아준다. 5. ➃에 참치와 다진 조갯살 4T를 넣고 볶다가 들기름 1T, 참기름 1T를 넣어준다. 채소가 익으면 약불로 줄여준다. 6. 된장 2.5T, 고추장 1T, 매실청 1.5T, 다진 마늘 1.5T를 넣고 잘 섞어준 후, 다진 홍고추와 청양고추를 넣어준다. 7. 두부를 약 1.5cm 큐브로 자른 뒤 기름을 두른 팬에 노릇하게 구워준다. 8. 강된장에 구운 두부를 넣고 육수 1.5컵을 넣어준다. 9. 메줏가루 1T와 고춧가루 1T를 넣은 후 깨 2T를 넣어준다. 10. 그릇에 흰 밥을 넣고 강된장을 올린 후 물냉이를 올려 마무리한다."
63,이정현 - 수제 고추 참치 레시피,"참치 1캔(150g), 고추기름 1 국자, 다진 양파 3T, 다진 마늘 1/3T, 고춧가루 1/3T, 까나리액젓 0.5T","1. 냄비에 참치 1캔(150g)을 다 넣고 고추기름을 1 국자 넣어준다. 고추기름 [이연복-명란 멘보샤 레시피] 참고해주세요 :) 2. 다진 양파 3T, 다진 마늘 1/3T, 고춧가루 1/3T를 넣고 볶아준다. 3. 마지막으로 까나리 액젓 5T를 넣고 한 번 더 볶아주면 완성"
64,이정현 - 라조참치 레시피,"참치 1캔(150g), 라조장 2T, 실파 1줌",1. 프라이팬에 참치 1캔(150g)을 다 넣고 라조장 2T를 넣어준 후 볶아준다. 2. 실파 한 줌을 넣어주고 한 번 더 볶아주면 완성.
65,이영자 - 빅마마표 땅콩만능장 레시피,"된장, 설탕, 맛술, 고춧가루, 시판 땅콩버터",1. 집된장 2 : 설탕 1 : 맛술 1 : 고춧가루 1/5 비율로 섞어준다.. 2. 1.의 총량에 1/3만큼 땅콩버터를 넣고 섞어준다.
66,조정민 - 낙지젓볶음밥 레시피,"(2인분 분량) 낙지젓 3T, 밥 2공기, 양파 0.5개, 달걀 1개, 참기름 약간, 식용유 약간",1. 양파 5개를 다져서 식용유를 두른 팬에 살짝 볶는다. 2. 양파가 어느 정도 투명해지면 낙지젓 3T를 넣고 함께 볶아준다. 3. 이어 밥 2공기를 넣고 낙지젓과 잘 섞이도록 볶아준다. 4. 볶음밥이 완성되면 참기름을 살짝 둘러준다. 5. 마지막으로 달걀 프라이를 해서 볶음밥 위에 올려준다.
67,조정민 - 케밥케 레시피,"(2~3인분 분량) 또띠아 1팩, 밥 2공기, 참치 2캔, 마요네즈 5T, 캔 옥수수 1캔, 후추 약간, 소금 약간, 다진 피클 1줌, 다진 할라피뇨 1줌, 샤워 크림 1T, 고추장 1.5T, 칠리소스 2.5T, 다진 김치 1줌, 다진 깍두기 1줌, 묵은지 국물 30mL, 식용유 약간, 들기름 1T, 매실청 1T, 고추기름 2T, 양상추 1팩","[참치마요밥] 1. 밥 한 공기에 기름을 뺀 참치 1캔, 마요네즈 5T, 캔 옥수수 1줌, 다진 피클 1줌, 다진 할라피뇨 1줌, 후추 살짝, 소금 살짝을 넣고 잘 섞어준다. [깍둑참치밥] 1. 깍두기 1줌을 다져 식용유에 달달 볶는다. 2. 들기름 1T, 매실청 1T, 고추기름 2T, 다진 김치 1줌을 넣고 깍두기와 함께 볶는다. 3. 마지막에 고추장 1.5T를 넣고 살짝 볶아 마무리한다. (이때, 묵은지 국물로 매운맛을 조절한다.) 4. 밥 한 공기에 기름을 뺀 참치 1캔, 칠리소스 2.5T, 캔 옥수수 1줌, 볶은 깍두기김치를 넣고 잘 섞어준다. [케밥케] 1. 또띠아 반쪽에 샤워 크림을 바른다. 2. 1.에 양상추 2장을 깔고, 샤워 크림 바른쪽엔 참치마요밥을, 다른 쪽엔 깍둑참치밥을 반반씩 올린다. 3. 또띠아의 양 끝을 접고, 돌돌 말아 마무리"
68,이정현 - 참치 멘보샤 레시피,"[참치 멘보샤] 식빵 3개, 참치캔 1개(150g), 만능 마요 소스 3T, 고춧가루 2T, 식용유 1L [만능 마요] 마요네즈 300g, 그라나파다노치즈 1컵, 생파슬리 5g, 다진 양파 2T, 엔쵸비 2마리, 레몬즙 0.5T","[참치 멘보샤]1. 살짝 얼린 식빵 3개 끝부분을 제거해준 후 4등분으로 잘라준다. 2. 참치캔 1개(150g)에 만능 마요 소스 3T, 고춧가루 2T를 넣고 섞어준다. 3. 잘라둔 식빵 위에 ➁의 반죽을 동그랗게 만들어 준 뒤 올려 멘보샤를 만들어준다. 4. 180도로 끓는 기름에 멘보샤를 세워서 모서리부터 앞뒤 골고루 튀겨주면 완성. [만능 마요] 1. 마요네즈 300g, 그라나파다노치즈 1컵, 생파슬리 5g, 다진 양파 2T, 설탕 2T, 엔쵸비 2마리, 레몬즙 5T를 넣고 갈아주면 완성."
69,이정현 - 고추참치비빔면 레시피,"[고추참치면] 가락국수면 200g, 참치캔 1개(150g) 다진 양파 0.5개, 고춧가루 2T, 까나리액젓 1T, 간장 1T, 고추기름 7T, 흑깨 1T, 김가루 조금, 참기름 1T, 쪽파 조금 [참치보푸라기] 참치캔 1개(150g), 까나리액젓 1T, 만능 간장 1T, 양조간장 1T, 고춧가루 1T, 참깨 0.5T, 다진 마늘 1T, 설탕 1T, 다진 양파 2T","[고추참치면] 1. 끓는 물에 가락국수면 200g을 넣고 한번 삶아준다. 2. 참치캔 1개(150g), 다진 양파 5개, 고춧가루 2T, 까나리액젓 1T, 간장 1T, 고추기름 7T를 넣고 섞어준다. 3. ➀의 삶은 면을 찬물에 한 번 헹궈준 후, 2.의 양념을 넣어 섞어준다. 4. 흑깨 1T, 김가루, 참기름 1T, 참치보푸라기 1꼬집, 쫑쫑 썬 쪽파를 플레이팅 해주면 완성. [참치 보푸라기] 1. 참치캔 1개(150g), 까나리액젓 1T, 만능 간장 1T, 양조간장 1T, 고춧가루 1T, 참깨 5T, 다진 마늘 1T, 설탕 1T, 다진 양파 2T를 넣고 섞어준다. 2. 건조기에 넓게 펴준 후 70도로 10시간 건조시켜준다. 3. 바짝 마른 양념 된 참치를 믹서로 곱게 갈아주면 완성."
